country,Employee age,Emplyoee work exp,Salary
Germany,32,9,80800
Argentina,32,6,38200
France,26,6,79300
Poland,37,15,97000
Austria,27,6,72700
Argentina,29,8,45400
Ireland,33,15,109700
Germany,46,16,127200
Portugal,22,4,38900
Mexico,19,0,31000
UK,34,12,100700
Netherlands,31,8,98000
Argentina,39,21,64600
UK,32,12,108000
Norway,39,16,103900
France,31,9,93800
UK,18,0,71700
Sweden,42,20,114300
Belgium,28,7,94100
Poland,36,17,85600
Argentina,51,30,91600
Germany,42,16,112600
Belgium,28,6,77700
Netherlands,31,13,105400
US,39,10,87800
Belgium,38,18,116000
UK,37,18,131200
France,39,12,101500
Spain,42,19,88000
Poland,30,9,65700
Canada,43,20,130400
Netherlands,33,5,79200
UK,19,0,77600
Switzerland,32,11,117200
Mexico,21,0,25600
Poland,41,19,76300
France,49,24,125200
Italy,54,36,142500
Brazil,27,5,42200
Canada,45,20,112300
Austria,36,12,83700
Italy,38,15,89400
Austria,48,24,122800
Germany,50,27,123600
Belgium,44,21,110200
US,48,28,150100
Netherlands,48,25,132200
Sweden,47,29,142000
Netherlands,38,12,107400
Netherlands,42,18,133900
France,26,3,75100
Poland,18,0,36300
Denmark,27,3,91200
Denmark,32,14,110400
Poland,35,16,82800
Norway,37,14,113300
Denmark,27,4,81700
Portugal,46,23,223500
US,31,4,82500
Belgium,21,0,70500
Sweden,37,12,103500
Belgium,18,0,44200
Portugal,35,10,66100
Poland,36,17,82200
France,25,5,86400
Italy,26,4,54400
Switzerland,39,21,145500
Canada,61,41,162400
Belgium,25,0,54600
Switzerland,37,12,139300
Italy,30,12,76500
Mexico,31,7,42300
Canada,41,18,117200
Italy,44,21,96400
Brazil,46,26,97400
Ireland,26,8,96700
Germany,55,33,152400
France,42,21,117300
Italy,47,25,125900
Poland,41,23,100000
Switzerland,20,0,99300
Germany,31,6,78600
Switzerland,25,3,115100
Canada,50,29,139400
Brazil,41,19,63900
Denmark,38,15,103100
Portugal,23,3,40900
UK,33,10,91200
Norway,44,24,135100
Italy,36,12,78800
Canada,25,7,97600
Sweden,26,4,67300
Spain,33,14,87900
Canada,44,18,117400
Argentina,30,9,52500
Spain,36,14,86100
Sweden,46,27,130200
Portugal,39,17,69200
Sweden,40,17,110000
Mexico,51,26,89500
Argentina,32,14,52800
Canada,30,6,66400
Germany,38,17,106000
Denmark,40,16,121700
Netherlands,40,22,130200
Ireland,32,14,99600
UK,20,2,79600
Canada,26,5,87100
Mexico,39,21,79000
Portugal,39,21,95000
Netherlands,32,14,111800
US,33,13,119600
Mexico,27,4,31800
Canada,20,2,94800
Austria,32,11,102300
Portugal,49,24,113800
Brazil,51,27,85600
Belgium,44,24,115000
Brazil,41,20,77800
Ireland,27,5,77300
Argentina,32,11,63500
Spain,42,19,94300
Brazil,43,20,77500
Germany,39,12,104600
Ireland,29,11,107200
Italy,33,8,66400
France,44,22,130700
US,42,18,118000
France,30,10,82200
Argentina,50,26,93900
Poland,36,17,81300
Italy,43,21,97200
Sweden,21,1,66300
Spain,32,10,70000
Ireland,34,16,96000
UK,47,24,130300
Poland,31,6,67400
France,25,6,72200
Ireland,22,4,81200
France,41,22,124000
Belgium,28,6,80500
Canada,36,15,108300
Belgium,47,27,141900
Sweden,42,17,119200
Norway,49,29,218000
Mexico,26,0,20700
Italy,44,23,119900
Mexico,20,0,24300
Brazil,35,13,53600
Netherlands,43,20,130200
Portugal,40,17,82100
Netherlands,35,10,98700
Switzerland,24,3,94800
Sweden,33,13,90300
Denmark,25,1,77200
France,42,23,271600
Netherlands,19,1,65600
Canada,32,9,85200
Switzerland,49,29,174700
UK,43,25,120900
Belgium,36,11,88700
Norway,41,20,138000
Switzerland,36,18,132100
Austria,35,11,98400
Austria,19,0,57200
Mexico,34,16,66600
Spain,44,23,109000
Belgium,32,14,85600
Sweden,23,0,58400
UK,35,10,90900
Denmark,37,19,126700
US,33,12,88100
Italy,46,22,93900
Netherlands,39,21,140100
Switzerland,23,3,102500
Sweden,28,6,80700
Mexico,52,32,101300
UK,39,19,115400
UK,43,25,136700
Austria,42,16,117900
Argentina,25,0,10300
France,30,3,72800
Mexico,26,0,20500
Portugal,25,5,53600
Denmark,44,25,134500
Spain,29,5,57700
France,41,21,126100
Belgium,26,8,97200
Austria,24,0,44300
Netherlands,32,11,88600
Belgium,27,4,83400
UK,28,10,93900
France,27,8,84600
Austria,52,34,137400
France,27,9,82800
Poland,18,0,36100
Spain,34,9,73900
Norway,34,5,90500
Brazil,40,16,64500
Italy,36,14,79600
UK,46,25,144500
Argentina,34,16,61100
Sweden,49,21,127600
Switzerland,39,12,135800
UK,52,28,143700
Argentina,31,11,47800
Denmark,33,15,109300
Switzerland,18,0,84200
Austria,38,15,101100
Spain,38,20,109700
Brazil,40,15,67300
Norway,18,0,75600
Austria,22,0,54400
Argentina,28,2,24000
Argentina,27,9,44300
Poland,42,22,95800
Switzerland,18,0,107900
Argentina,36,9,36800
Norway,39,17,128800
Mexico,38,13,64100
Argentina,28,5,54500
Austria,52,34,153600
US,42,22,146300
Belgium,39,15,100900
Canada,41,20,120500
Ireland,38,11,91800
Poland,39,17,71100
Austria,43,17,111200
Norway,32,11,105900
UK,34,12,106500
Netherlands,28,8,93200
US,21,0,66700
Sweden,30,0,58800
Portugal,36,18,85100
Portugal,38,17,71000
Belgium,47,27,155500
Portugal,21,2,36600
Poland,18,0,58400
France,37,17,102200
US,43,23,134200
Mexico,45,27,87400
Portugal,27,0,33500
France,30,6,73500
Canada,18,0,58900
Brazil,42,19,79900
Belgium,34,14,111900
US,35,14,121000
Switzerland,29,9,126200
Austria,56,36,154300
Argentina,18,0,11300
Canada,28,1,76300
Austria,31,11,94400
Mexico,33,15,66000
Spain,29,6,63300
Portugal,39,12,59700
Norway,51,27,165600
Ireland,40,19,110200
Belgium,18,0,60300
Sweden,33,10,99900
Poland,50,27,128200
Germany,42,16,114200
Netherlands,39,19,121400
Italy,42,23,112000
Sweden,36,16,108100
Italy,21,0,47200
Netherlands,31,7,76000
Poland,33,11,76500
Brazil,36,8,37400
Belgium,42,19,122800
Belgium,40,18,114800
Belgium,41,18,111500
Norway,43,21,121000
US,38,9,105200
Italy,51,30,121900
Denmark,31,6,84000
Austria,37,17,115000
Austria,24,0,68100
France,39,13,103900
Canada,30,11,103800
Portugal,44,24,99900
Portugal,27,9,72700
Switzerland,38,15,122800
Austria,39,12,92500
Netherlands,46,18,121900
Argentina,40,22,67200
France,28,2,60300
France,34,12,104000
Argentina,30,10,49500
Argentina,18,0,9600
US,18,0,79500
France,18,0,59400
Denmark,38,19,116400
Ireland,40,19,109700
Mexico,30,5,34900
France,40,21,100700
US,28,10,91800
Netherlands,35,15,111300
France,36,16,121700
Sweden,38,19,117700
Argentina,39,15,41600
Italy,41,18,90800
Belgium,39,19,114000
Spain,30,9,70400
Italy,27,4,50900
Norway,43,22,144600
France,29,5,66800
Spain,53,33,145900
Canada,29,7,81000
UK,34,11,100600
Norway,45,25,139400
Germany,32,8,87000
Denmark,41,19,128100
Denmark,36,14,110400
Brazil,46,18,66900
US,41,20,148300
Denmark,23,1,69700
UK,34,14,96400
Denmark,41,21,133000
Poland,36,15,85900
Austria,27,7,69300
Norway,35,7,101300
Portugal,31,10,70200
Italy,28,2,50200
France,29,9,74500
Portugal,42,19,136900
Switzerland,45,25,154700
Portugal,25,3,59600
Poland,41,19,98300
US,39,17,111900
Argentina,22,0,24000
France,50,30,149900
US,43,22,131500
France,56,35,143300
Belgium,22,0,48300
France,50,25,128500
Austria,35,15,97200
Mexico,21,2,37600
Ireland,41,17,109300
Switzerland,28,1,91300
Denmark,23,3,92800
Ireland,36,14,100300
Canada,36,7,90100
Poland,36,18,102400
UK,27,4,80200
Netherlands,43,24,130500
Netherlands,34,9,96400
Canada,18,0,71400
Canada,41,23,128600
Canada,24,0,63100
UK,39,18,113300
Ireland,43,18,100400
Netherlands,18,0,90400
Poland,30,8,69700
Portugal,21,0,35800
Portugal,51,26,109300
Norway,52,32,166900
Italy,33,10,78900
Argentina,53,28,103100
Canada,35,12,97800
Poland,44,22,103300
Ireland,33,6,87200
Norway,31,10,100100
Sweden,31,5,80900
Brazil,35,12,58100
Argentina,46,22,87800
Canada,18,0,63700
Denmark,52,25,139400
Portugal,36,10,57200
Mexico,56,36,111300
Belgium,27,9,86000
Ireland,30,8,85200
Italy,19,0,49600
Argentina,29,9,41400
Poland,23,3,63500
Mexico,38,17,59400
Mexico,33,11,49000
France,28,8,78100
Netherlands,45,25,130300
Italy,33,7,71500
UK,29,7,82200
UK,29,4,71700
France,37,14,112500
Portugal,34,13,68600
Ireland,25,4,87900
Switzerland,29,11,130000
Argentina,39,15,61400
Poland,33,15,81400
Netherlands,18,0,71700
Switzerland,24,3,118900
Sweden,42,20,130300
Brazil,43,25,60000
Argentina,40,19,67100
US,25,4,80700
Italy,27,1,58400
Sweden,29,10,87300
Norway,19,0,51800
Argentina,20,0,5000
Belgium,33,13,98700
Ireland,26,0,76100
Netherlands,39,13,109700
UK,53,28,151300
Germany,34,12,106700
Denmark,28,4,85800
Belgium,35,13,100900
Brazil,45,26,93500
Canada,29,11,99100
Norway,34,4,90500
Ireland,28,6,68900
Canada,26,1,57200
Ireland,35,16,249400
Denmark,28,7,98700
Belgium,30,9,79300
Argentina,33,4,42500
Belgium,31,10,103900
Argentina,22,0,26100
Germany,37,18,129700
Norway,34,10,94300
France,41,17,95700
Belgium,21,2,51600
Denmark,35,14,110400
Netherlands,37,17,108400
Mexico,33,15,62700
Canada,21,0,47900
US,27,4,73800
Norway,32,10,115200
UK,55,37,165200
Mexico,32,5,36900
France,33,6,76800
Italy,51,31,130400
Netherlands,26,5,69400
US,39,17,124400
Mexico,57,36,126100
Austria,29,7,89100
Belgium,30,4,75100
Ireland,44,20,123300
Austria,40,17,98400
Sweden,42,20,128900
France,18,0,75100
Norway,24,0,73500
Spain,56,38,162500
France,53,31,150000
Norway,30,9,107600
Ireland,21,0,66700
Spain,24,0,66800
Poland,26,6,42100
Norway,38,14,115800
Belgium,31,13,93200
Mexico,19,0,28300
US,34,14,115300
Belgium,22,0,76700
France,29,7,77100
Netherlands,35,10,88100
Poland,37,15,85000
Spain,49,26,129600
Mexico,41,18,72500
UK,18,0,84800
Poland,26,2,47000
Brazil,27,5,33300
Poland,27,3,40200
Austria,25,3,54100
Poland,46,28,117700
UK,33,8,82600
Portugal,18,0,29200
Argentina,44,22,81700
Sweden,18,0,57200
Netherlands,59,36,173600
Switzerland,36,15,143100
Portugal,27,5,36800
Brazil,39,20,80600
Spain,35,12,79100
Italy,39,21,100600
Netherlands,22,0,70800
Poland,40,20,99000
Austria,37,14,98200
Germany,21,0,74000
Austria,25,4,66200
Netherlands,46,26,150000
Netherlands,43,20,131300
Canada,45,19,103000
Canada,41,10,92900
Mexico,44,18,71600
Argentina,23,0,6200
Mexico,38,17,81200
Portugal,46,24,109700
Argentina,36,11,41500
Italy,25,5,49800
France,20,0,53300
Sweden,45,24,118300
Italy,36,15,79100
Belgium,33,10,94400
Spain,33,13,92700
Argentina,37,14,53000
Canada,29,10,96100
Norway,34,13,100100
Spain,32,7,73800
Austria,39,14,112800
Portugal,39,17,72800
France,30,9,86300
Netherlands,24,0,77500
Brazil,52,31,105700
Belgium,50,28,138400
Switzerland,22,0,83900
Switzerland,43,20,158400
Sweden,36,13,98100
Argentina,30,6,26900
Spain,27,8,67000
Sweden,29,11,107400
Spain,51,27,138400
UK,39,13,95200
Ireland,30,7,76100
Canada,27,6,76400
Belgium,26,1,62800
Denmark,42,22,145800
US,20,0,70300
Austria,34,14,145500
US,45,27,146800
Mexico,48,26,104100
Poland,18,0,45600
Norway,32,9,95000
Argentina,34,16,56200
Belgium,23,0,70900
UK,55,28,153100
Germany,35,10,99700
US,38,16,123100
Spain,43,19,93000
Netherlands,32,9,96900
Denmark,39,18,130700
US,23,0,73200
Norway,51,30,155700
Austria,34,8,87300
Poland,49,29,107400
Spain,46,26,108000
Canada,32,8,80300
Sweden,30,9,81500
Italy,65,47,161300
Spain,44,26,126600
Canada,33,9,95300
Belgium,38,18,106000
Denmark,34,14,113700
Poland,29,8,53500
Austria,21,0,50700
France,35,10,96500
Brazil,18,0,27700
UK,39,14,107700
Netherlands,32,12,104100
Italy,31,10,69200
Switzerland,27,8,122400
Netherlands,34,10,104300
Belgium,33,12,96900
Poland,31,9,78300
Mexico,25,2,31300
Norway,36,17,115400
Belgium,53,35,149300
Denmark,28,2,78500
Denmark,40,15,111200
Portugal,33,10,47600
Austria,36,15,100300
Mexico,44,19,86200
Ireland,25,7,84500
US,52,32,163900
Canada,39,15,107300
Germany,46,22,125400
Germany,18,0,72200
Austria,52,30,137100
Mexico,35,13,56400
Spain,23,1,53700
UK,41,19,106900
Austria,22,1,67800
Mexico,20,0,34800
Switzerland,30,12,114500
Belgium,45,22,110900
Switzerland,42,22,158200
Brazil,36,18,66400
Germany,50,28,152900
Belgium,26,7,78400
Netherlands,18,0,74200
Poland,21,3,54900
Norway,27,7,94600
Norway,34,13,106400
Argentina,43,15,43500
Germany,18,0,59000
Norway,25,7,92400
Netherlands,42,22,132800
Germany,28,7,94900
Denmark,22,0,70600
Ireland,26,7,134500
Spain,25,4,63300
Canada,39,21,117600
Ireland,18,0,67300
Switzerland,29,6,119500
Italy,29,11,63500
Switzerland,33,6,114400
Mexico,37,13,59600
Canada,22,0,52600
Mexico,47,26,90000
Spain,52,28,126700
Switzerland,28,7,127000
Argentina,39,15,68600
Mexico,40,16,61000
Denmark,43,25,125300
Italy,28,6,49100
Portugal,31,8,55400
France,37,16,90100
Ireland,38,20,103700
France,40,18,108800
US,48,25,141600
Mexico,36,12,57700
Portugal,60,41,145500
Mexico,50,27,195500
Denmark,42,22,114300
Norway,39,21,131800
Ireland,18,0,68900
Argentina,59,36,125500
UK,28,5,92800
Germany,44,23,122500
Germany,51,28,132600
Denmark,37,15,111600
Switzerland,43,25,164800
Germany,36,15,104800
Portugal,32,8,65400
Mexico,36,10,49600
France,38,16,104300
Poland,18,0,44600
Canada,28,1,52500
Switzerland,57,35,185000
Switzerland,38,14,137800
Canada,27,4,83700
Spain,34,12,89200
US,35,11,95200
Poland,31,9,62900
Germany,48,21,128600
Portugal,37,12,80900
Mexico,35,17,74100
Brazil,46,27,111400
Brazil,18,0,20200
Belgium,28,7,88100
Ireland,21,0,75400
Austria,46,23,115500
US,18,0,78600
Netherlands,45,19,109300
Austria,23,1,52500
Belgium,32,9,87800
Brazil,46,22,82200
Brazil,21,0,24900
Canada,41,18,101800
Norway,38,16,113400
Canada,38,20,122900
Poland,48,25,110700
Brazil,34,16,52700
Norway,49,28,150600
Canada,29,3,72800
Mexico,33,14,59400
France,45,18,117800
Argentina,65,42,139200
US,42,15,117900
Argentina,38,11,48000
Italy,32,11,75400
Austria,52,33,157000
Italy,57,34,132800
Denmark,40,17,131900
Canada,40,18,111300
Switzerland,36,15,133700
UK,39,17,97300
Portugal,26,4,52000
US,19,0,93300
Norway,53,29,149600
Norway,30,6,79000
Portugal,44,19,90800
Belgium,43,25,136900
Mexico,28,10,55700
Portugal,27,3,54500
Argentina,52,31,111900
Brazil,18,0,14900
Netherlands,33,11,105900
Brazil,37,15,49600
Norway,36,13,120700
Norway,53,30,157500
Sweden,34,8,94900
UK,25,3,85600
Belgium,56,38,160800
Norway,34,11,101200
Netherlands,29,11,91500
Argentina,28,3,16600
Belgium,40,16,101400
Portugal,28,5,55000
Poland,23,2,47700
Norway,42,22,133200
Austria,46,26,140600
Brazil,46,19,77200
Switzerland,32,10,125500
Denmark,49,27,141800
Poland,22,0,32400
Switzerland,33,12,142500
US,48,25,148800
Italy,31,13,81200
Denmark,34,12,97700
Germany,33,10,97900
Portugal,36,13,56200
Sweden,35,14,101000
France,39,14,92000
Canada,28,7,97200
Belgium,46,25,111800
UK,36,9,98400
Portugal,41,13,69400
Poland,30,4,37600
Spain,30,12,89800
UK,29,11,103700
Netherlands,47,24,124600
Italy,40,21,104300
Brazil,56,37,121700
Sweden,49,28,136500
Belgium,18,0,68800
Belgium,22,0,58400
Canada,41,21,112000
UK,38,18,113300
Mexico,25,0,26000
Spain,33,12,85800
Ireland,42,24,126400
Sweden,35,13,99900
Mexico,37,17,64500
Italy,43,23,101100
Canada,35,17,104800
Belgium,18,0,54200
Sweden,28,5,93300
Italy,25,2,50800
Denmark,18,0,77100
Belgium,44,19,109500
Ireland,44,24,131600
Mexico,18,0,28200
UK,19,0,76600
Spain,40,16,86400
Mexico,25,6,36900
Brazil,27,5,43800
Poland,35,10,73700
Argentina,31,6,32600
Belgium,23,0,58200
Sweden,35,14,112800
Austria,33,6,67900
Switzerland,42,19,167400
Ireland,33,15,116000
Norway,39,17,108500
Brazil,21,0,16200
Austria,30,10,82000
UK,21,3,71800
France,39,14,103100
Germany,26,5,84900
Netherlands,37,18,106300
Canada,42,17,100700
Germany,40,14,101900
France,30,8,88500
UK,53,30,153500
Poland,34,6,54200
Italy,39,20,101700
Spain,40,20,100100
Belgium,38,18,122400
US,25,2,93100
Italy,38,13,87300
Austria,26,0,45400
Germany,31,9,105800
Poland,41,21,96800
Austria,22,0,62000
Germany,45,17,115400
Austria,41,17,99700
Brazil,39,17,70100
Norway,42,21,134000
Italy,44,26,117000
Denmark,36,17,112400
Belgium,49,30,139300
US,24,5,78900
Netherlands,30,7,88200
Switzerland,44,22,230200
Netherlands,36,15,102000
US,39,21,127900
Ireland,27,0,177800
Argentina,28,7,44000
UK,31,13,95900
UK,25,2,80700
Ireland,49,25,134000
Spain,36,12,79600
Ireland,25,3,67400
Switzerland,51,31,180200
Spain,18,0,44000
Sweden,35,17,108800
Switzerland,45,22,163400
Brazil,26,1,33000
Germany,41,22,120800
Germany,25,0,77400
Mexico,30,5,43400
Belgium,31,9,73300
Argentina,34,12,39900
US,19,0,78900
Portugal,29,8,56800
Portugal,43,19,76000
Canada,26,6,174200
UK,44,21,132400
Austria,26,0,84500
UK,38,19,126100
Norway,31,12,105800
Canada,20,0,62500
Argentina,42,13,61600
Belgium,18,0,53800
Canada,34,7,79200
Sweden,30,3,73100
Sweden,18,0,77200
Switzerland,36,17,146000
Denmark,32,13,103100
Netherlands,54,30,147700
Brazil,48,26,108300
Belgium,62,37,169100
Belgium,23,0,54300
Spain,31,0,46000
Brazil,18,0,31200
Portugal,30,9,62000
Netherlands,31,7,104300
Mexico,38,18,77300
US,19,0,89700
Brazil,18,0,9900
Germany,31,11,93000
UK,34,9,101500
Brazil,30,6,26500
Denmark,45,21,127600
Brazil,39,21,70100
Norway,22,1,83700
Argentina,39,18,65300
Brazil,44,19,73300
Austria,46,23,118100
Canada,30,9,92500
France,36,12,104000
Argentina,39,14,42700
Sweden,44,17,115600
France,27,6,73400
Brazil,30,3,13000
Switzerland,26,1,94200
Sweden,31,7,66800
Brazil,37,14,53800
Sweden,39,15,85800
Mexico,20,0,27700
Ireland,60,39,183800
Poland,31,10,89300
US,23,0,150400
Denmark,40,15,110800
Spain,43,22,112400
Switzerland,35,14,124400
Argentina,39,19,60300
Norway,22,0,73400
Mexico,26,1,31100
Belgium,36,13,90000
Germany,30,4,69000
Denmark,48,24,148200
Italy,43,19,88800
Mexico,30,8,35300
Spain,44,20,100200
Germany,29,6,80400
Spain,18,0,40700
Mexico,30,12,62400
UK,44,22,133900
Italy,32,9,74000
Norway,18,0,79900
Germany,30,12,91400
Sweden,44,25,140800
Norway,39,15,123700
Germany,42,24,130400
Ireland,49,27,129600
Switzerland,43,21,150200
Netherlands,48,27,120100
Brazil,36,13,66500
Mexico,27,7,43300
Portugal,37,15,83300
France,27,6,90100
Sweden,42,21,113600
Poland,34,8,59800
Mexico,20,0,18700
Norway,34,16,118800
Brazil,21,0,17900
Norway,28,0,86400
Sweden,19,1,62100
Austria,43,21,120100
Germany,38,19,112100
Mexico,34,12,66100
Ireland,29,9,94600
Austria,27,5,72500
Canada,35,12,99100
Sweden,54,33,153400
Belgium,48,18,98200
Norway,19,0,74800
Canada,47,25,132200
Sweden,38,13,107000
US,26,5,81400
Netherlands,36,18,119700
Portugal,18,0,28100
Norway,45,23,131200
Switzerland,53,28,170800
UK,37,17,113000
UK,51,28,141700
Switzerland,20,0,86600
Brazil,33,13,64500
US,46,26,136500
Ireland,47,23,134800
Poland,53,32,110200
Canada,59,35,156800
France,43,21,109600
France,43,21,123700
France,33,14,95800
UK,37,14,102600
US,30,6,81700
Germany,23,0,69900
Italy,33,12,73400
US,27,7,206000
Portugal,23,1,34400
Italy,33,11,128800
UK,31,5,87900
Spain,26,2,41500
Belgium,36,18,97200
Mexico,28,6,42500
US,48,27,140200
Argentina,38,18,66800
Brazil,50,24,86700
Canada,18,0,60500
Sweden,46,28,130500
Mexico,43,17,68000
Poland,18,0,39900
Brazil,20,0,18900
Portugal,47,20,86900
Mexico,23,0,19500
Austria,24,3,66100
US,44,22,127800
Brazil,31,9,47200
Italy,44,21,112600
Switzerland,26,5,101300
Canada,38,17,114500
Ireland,36,10,105800
Ireland,33,12,99300
Argentina,43,15,77400
Germany,37,15,116400
Portugal,19,0,24300
Ireland,19,0,58500
Mexico,25,0,12900
France,40,17,105500
Canada,51,26,132800
Poland,39,17,87400
Mexico,36,4,31800
Austria,42,21,125000
Belgium,29,4,73800
Portugal,37,19,84600
Brazil,54,35,105400
Spain,33,15,104600
Netherlands,18,0,78900
Argentina,47,24,88900
Ireland,39,18,110000
France,24,0,53600
Sweden,38,18,100900
Sweden,18,0,75300
Austria,37,15,94400
Netherlands,18,0,56300
Germany,27,9,89200
Denmark,31,10,97300
Germany,54,30,144500
Germany,45,27,145800
UK,28,7,95500
Spain,28,6,47200
Spain,35,12,78400
Portugal,31,10,59300
Netherlands,55,34,157800
Denmark,28,2,75500
Poland,28,1,39900
Portugal,27,5,47900
Norway,39,15,117800
Sweden,56,34,155400
Switzerland,51,28,174800
Norway,33,14,108700
Switzerland,18,0,91800
Portugal,36,17,93200
Canada,34,13,86600
Poland,37,16,91700
Norway,18,0,71200
UK,52,29,158900
Italy,49,26,106600
Italy,30,12,75000
Ireland,32,8,93900
France,28,4,72200
Spain,18,0,37800
Denmark,30,4,78500
Poland,42,16,79400
France,31,8,101500
Argentina,38,15,70300
Spain,31,8,54500
France,29,8,90800
Italy,38,15,78300
Netherlands,52,27,147200
Spain,34,13,85100
Netherlands,18,0,69400
Norway,32,10,106000
Sweden,23,3,69100
Spain,58,35,138700
Argentina,33,8,46900
France,38,16,105300
Italy,51,30,120400
Sweden,32,10,75200
Netherlands,39,21,127900
Mexico,37,14,43800
Austria,48,25,109800
Belgium,30,6,91300
Poland,18,0,36800
Portugal,61,39,136900
Denmark,27,8,87300
Germany,39,19,110400
Germany,34,9,85300
Brazil,30,9,48900
Mexico,46,28,113400
Austria,36,18,115400
Norway,38,19,134300
Spain,36,12,80100
Spain,28,6,65500
Sweden,42,16,257700
Mexico,33,15,64900
Argentina,33,14,64800
Ireland,27,8,96100
Germany,47,23,137200
Mexico,52,31,115200
Argentina,28,9,41500
UK,54,32,147900
US,36,17,104000
Poland,45,21,100700
France,29,4,82300
Italy,18,0,48800
Belgium,18,0,61700
Sweden,56,38,167300
Spain,44,25,125500
UK,34,10,104700
Denmark,25,7,88900
Portugal,18,0,30600
Switzerland,35,14,118600
Belgium,30,6,59900
Denmark,47,25,151000
Ireland,26,6,83400
Canada,30,11,106100
Belgium,31,13,106500
Canada,26,5,81400
UK,38,17,132800
Netherlands,23,5,105100
Ireland,40,18,129400
UK,41,12,103100
Canada,36,15,98600
US,27,7,90000
Portugal,55,37,137200
Italy,45,26,108000
Brazil,27,9,63900
Switzerland,40,16,146300
UK,34,16,122600
Portugal,26,0,29700
Netherlands,27,1,72500
Norway,30,7,96400
Netherlands,37,17,107200
US,52,32,166300
Sweden,24,6,69900
Canada,26,3,61700
Brazil,31,10,45300
Italy,40,19,92800
Argentina,33,10,62000
Spain,56,37,153500
Mexico,33,6,38300
UK,32,11,91200
Mexico,32,7,36600
Belgium,34,9,81100
US,21,1,58500
Denmark,34,15,137100
Ireland,40,19,134400
Denmark,52,30,147200
Netherlands,32,14,106400
Portugal,18,0,36100
France,43,22,111000
Switzerland,32,10,121100
US,18,0,83100
Ireland,49,25,135900
